Product,Unit_Price,Quantity,Total_Amount,Date
مقص ار جي 646,30,1,30,20260405
ستارفيل صابونة حبوب 90 جرام,50,1,50,20260405
ايمبر بدي سبلاش,185,1,185,20260405
ليه كاريتييه شامبو 400 مل,120,1,120,20260405
استيك PETIT SWEET,10,1,10,20260405
قفاش,10,2,20,20260405
مايت سينيما بلاشر  1123,50,1,50,20260405
مايت سينما هايلايتر سائل,85,1,85,20260405
سكراب النيلة الزرقاء المغربي,40,1,40,20260405
علبة دبوس طرحة مربعة صغيرة,5,1,5,20260405
قطعة مبرد اظافر خشب صغير,5,1,5,20260405
بليلز ليب بالم فراولة,5,3,15,20260405
فاين مناديل جيب 120 منديل,10,1,10,20260405
نانا دبوس حجاب سيراميك سادة (كارت),35,1,35,20260405
مجموعة دبوس مشبك,5,1,5,20260405
ميدالية نجمة البحر,65,1,65,20260405
طوق لولي سكري,20,1,20,20260405
طوق اسود ساده,15,1,15,20260405
كلينك مناديل ازالة مكياج 133 قطعة,80,1,80,20260405
سلسلة حرف استانليس,75,1,75,20260404
ميدالية مفتاح ستيتش,25,1,25,20260404
ذا بدي شوب سبلاش 100 مل اوريجينال,130,1,130,20260404
سندرا ليب جلوس 418,50,1,50,20260404
FOR EVER اظافر يد (شريط),35,1,35,20260404
FOR EVER اظافر يد (شريط),35,1,35,20260404
كريزي ليب بالم,25,2,50,20260404
ميدالية مفتاح بطوط,25,2,50,20260404
صن سكرين انفنتي جل 60 مل,150,1,150,20260404
فرشاة بلاشر اشكال,30,1,30,20260404
فرشاة دمج ايشادو اشكال,20,1,20,20260404
جوليشا حنة هندي لليد و الجسم 23 جرام,40,1,40,20260404
ار كيو برفان 30 مل,90,1,90,20260404
كلير شامبو ضد القشرة 180 مل,85,1,85,20260404
هدى مسكرة شفافة بالهيالورنيك اسيد,50,1,50,20260404
فرشاة  مسكرة,5,1,5,20260404
فرشاة  مسكرة,5,2,10,20260404
فرشاة  مسكرة,5,1,5,20260404
هيربل كريم شعر 180 مل,60,1,60,20260404
كيسيم اسبراي 75 مل,40,1,40,20260404
مايت سينما بودرة  3*1,125,1,125,20260404
اليس شفرات وجه 3 ق علبة بيينك,65,1,65,20260404
كاريت ليب سيرم,60,1,60,20260404
فريدا معطر جو,60,1,60,20260404
ايفا غسول للوجه ومزيل للمكياج 150 مل,60,3,180,20260404
كير اند مور تونر  150 مل,80,1,80,20260404
ايفا كريم مرطب 170 جم,55,1,55,20260404
شيجلام ملمع شفايف 8861,45,3,135,20260404
شيجلام ليب جلوس انبوبة,40,1,40,20260404
مناديل جيب مبللة,10,1,10,20260404
بوبانا كريم اليدين مرطب 50 مل,60,1,60,20260404
ايفا اسيتون 100 مل,40,1,40,20260404
الصاروخ لاصق اظافر,10,1,10,20260404
الصاروخ لاصق اظافر,10,1,10,20260404
ار كيو برفان رول اون 10 مل,45,3,135,20260404
الصاروخ لاصق اظافر,10,1,10,20260403
ربيع الحرمين مكعبات مسك,10,1,10,20260403
بيوتي بلندر,15,1,15,20260403
كوكو سويت كرتون,30,1,30,20260403
هيربس انديا زيت شعر 180 مل,85,1,85,20260403
دبلة حريمي استانليس,70,1,70,20260403
فرشاة  مسكرة,5,1,5,20260403
ايفونا  جل مخمرية جليتر للجسم 100 جرام,55,1,55,20260403
اظافر يد (12) مجموعة (288) قطعة,70,1,70,20260403
قطعة مبرد اظافر خشب صغير,5,1,5,20260403
نيفيا سوفت كريم 100 مل,65,1,65,20260403
سويت الاميرات دلكة السودانية,55,1,55,20260403
روز بيري تنت جيلي,90,1,90,20260403
سيتواه لاصقة بثور انف (قطعة),25,1,25,20260402
نانا دبوس حجاب سيراميك سادة (كارت),35,1,35,20260402
هيد اند شولدرز شامبو ضد القشرة 400 مل,225,2,450,20260402
زجاجة هير ديلي هير ميست,75,1,75,20260402
ار كيو برفان 30 مل,90,1,90,20260402
ايفونا  جل مخمرية جليتر للجسم 100 جرام,55,1,55,20260402
فايف دي لاصقة تبييض الاسنان (قطعة),15,2,30,20260402
ذا بدي شوب سبلاش 100 مل اوريجينال,130,1,130,20260402
مايت سينما كومباكت بودر,90,1,90,20260402
قفاش مستطيل الوان كبير,30,1,30,20260402
قفاش مستطيل شفاف الوان,25,1,25,20260402
سلسلة 2 دور استانليس,110,2,220,20260402
همس بدي سبلاش,50,2,100,20260402
كوين شفرات 5 قطع,30,1,30,20260402
هير روتس كريم شعر 100 مل,290,2,580,20260402
ليه كاريتييه سيرم شعر 60 مل,140,1,140,20260402
ستاركي سكراب 300 مل,30,1,30,20260402
وايت مناديل سحب,30,2,60,20260402
مود شاور جل 750 جرام,85,1,85,20260402
روج جلوس شفايف لاست لوك 2005,45,1,45,20260402
شيجلام ملمع شفايف 8861,45,1,45,20260402
كلير شامبو 360 مل,135,1,135,20260402
ار كيو برفان رول اون 10 مل,45,1,45,20260401
روز بيري مسكرة كشخة,50,3,150,20260401
روز بيري مسكرة لاش,71.25,3,213.75,20260401
افوفا شفرات حريمي (كيس اخضر) 4 + 1,53.666,12,643.99,20260401
كحل بنجور ماتيك,8.333,12,100,20260401
بايجن صبغة حواجب,95,1,95,20260401
الصاروخ لاصق اظافر,4.583,24,109.99,20260401
بوبانا بدي سبلاش 250 مل,190,1,190,20260401
الو ايفا شامبو بالارجان 230 مل,62.5,2,125,20260401
شان ليب بالم,90,1,90,20260401
لاصق حبوب,40,2,80,20260401
اماندا مرطب شفاه,23.5,6,141,20260401
فرشاة ماسك,12,12,144,20260401
طوق لولي اسود,20,1,20,20260401
كير اند مور اسيتون,55,1,55,20260401
الدكتور برفان قلم,40,1,40,20260401
انسام بخور رفيع 2.5 ساعة (عود واحد),7.5,1,7.5,20260401
قطعة مبرد اظافر خشب صغير,5,1,5,20260401
كوين فينجر اظافر يد 24 علي كارت,15,2,30,20260401
ار كيو مسك طهارة,45,1,45,20260401
تاتو سحري,16.25,10,162.5,20260401
مخمرية روائح متنوعة,20,12,240,20260401
V9 قصافة اظافر,25,1,25,20260331
نانا دبوس حجاب سيراميك سادة (قطعة),5,1,5,20260331
مايت سينما كونسيلر,95,1,95,20260331
مجموعة دبوس مشبك,5,1,5,20260331
اسورة الاهلي,10,1,10,20260331
قطعة دبوس تركي للحجاب,5,3,15,20260331
تينكل شفرات وجه 3 قطع,20,1,20,20260331
روز بيري مسكرة بني,95,1,95,20260331
طوق,25,1,25,20260330
لاصق حبوب,40,1,40,20260330
روج جلوس شفايف لاست لوك 2005,45,1,45,20260330
كوين شفرات بالصبار 4 قطع,50,1,50,20260330
توكة منقار كريز على الكارت,25,2,50,20260330
بدي ليشيوس بدي اسبلاش 100 مل,125,1,125,20260330
ميني بدي سبلاش 50 مل,40,1,40,20260330
كوكو واكس,55,1,55,20260330
ملقاط ذهبي,30,1,30,20260330
استك العاب  + كلبس 8 على كارت,25,1,25,20260330
طوق مموج اسود,25,1,25,20260330
قفاش فراشة صغير 4 على كارت,35,1,35,20260330
كوكو صبغة شعر,105,2,210,20260330
سندرا ليب جلوس 418,50,1,50,20260329
خاتم اطفال (علبة قلب),20,2,40,20260329
ميدالية مفتاح فراولة و كريز,25,1,25,20260329
بليلز ليب بالم فراولة,5,3,15,20260329
قطعة مبرد اظافر خشب صغير,5,1,5,20260329
خاتم فضي اشكال استانليس,50,2,100,20260329
خاتم تريبل استانليس,70,1,70,20260329
كيسيم اسبراي اماراتي  150 مل,80,1,80,20260329
اكس اسبراي جيب 17 مل,55,1,55,20260329
فلورمار روج خشب,30,1,30,20260329
ليب بالم تاناكو كوري,25,1,25,20260329
ايسنس برنسيس مسكره,85,1,85,20260329
روج سحري اخضر,20,1,20,20260329
دودج شامبو 500 مل,75,1,75,20260329
وايت مناديل ازالة مكياج 80 قطغة,55,1,55,20260329
صابونة لبان دكر,7.5,3,22.5,20260329
كير اند مور ليب بالم,25,1,25,20260329
جوليشا حنة هندي للاظافر,30,1,30,20260329
تشيز كيك سبلاش 250 مل,65,1,65,20260329
مولفيكس مقاس (6) نصف عبوة,155,2,310,20260328
مولفيكس مقاس (6) نصف عبوة,185,1,185,20260328
روز بيري مسكرة كشخة,85,1,85,20260328
فلومار اكلادور 16 مل,25,1,25,20260328
ساندرا روج استيك 434,40,1,40,20260328
ايفا غسول اشراقة طبيعية انبوبة 100 مل,60,1,60,20260328
فلورمار روج خشب,30,1,30,20260328
سورتيت عريض منقوش,35,1,35,20260328
علبة دبوس طرحة بيضاوية صغيرة,5,1,5,20260328
ايفر بيوتي تنت سحري 30 مل,120,2,240,20260328
العود الملكي مخمرية 40 جرام,35,1,35,20260328
لوكس شاور جل 500 مل,85,1,85,20260328
علبة دبوس طرحة بيضاوية كبيرة,10,1,10,20260328
شيجلام قلم حواجب,20,3,60,20260328
قطعة فيك بيرسنج,10,1,10,20260328
سندرا ليب جلوس 418,50,1,50,20260327
بليلز ليب بالم فراولة,5,2,10,20260327
زوي اكلادور 18 مل,9,1,9,20260327
جوليشا حنة هندي لليد و الجسم 23 جرام,29,2,58,20260327
سيلفانا اكلادور,15,2,30,20260327
شان سيرم اظافر 4 مل,160,1,160,20260327
ار كيو برفان 30 مل,90,1,90,20260327
ار كيو برفان 30 مل,60,12,720,20260327
فرشاة  مسكرة,5,1,5,20260327
طوق فراشة معدن,40,1,40,20260327
ميدالية كريز كبيرة,65,1,65,20260327
ميدالية مفتاح لابوبو,25,1,25,20260327
جرانت مناديل مبللة للاطفال 72 منديل,25,1,25,20260327
لارين كحل اسود ووتر بروف,65,1,65,20260327
كلبس فيونكة جبير بيضاء,25,1,25,20260327
العود الملكي مخمرية 40 جرام,35,1,35,20260327
العود الملكي مخمرية 40 جرام,24,6,144,20260327
دبوس حجاب 4 على كارت,20,1,20,20260327
كوكو واكس,38.5,3,115.5,20260327
هاندي مناديل جيب 120 منديل,10,1,10,20260327
علبة دبوس طرحة بيضاوية صغيرة,5,1,5,20260327
لافوالا برفان اماراتي 100 مل,210,1,210,20260327
ميني بدي سبلاش 50 مل,40,1,40,20260327
دبلة حريمي استانليس,70,1,70,20260327
خاتم عقلة,20,1,20,20260327
بوبانا سكراب 300 جرام,42.5,1,42.5,20260327
كير اند مور كريم مرطب  75 مل,28.75,2,57.5,20260327
مناديل جيب مبللة,10,1,10,20260327
شراب سيليكون لوكس كبير,38,3,114,20260327
ديسار كريم تفتيح فيتامين سي 50 جرام,90,2,180,20260327
ليب بالم تاناكو كوري,25,1,25,20260327
شنطة مكياج,10,1,10,20260327
حرير سويت,13.5,3,40.5,20260327
كوكو سويت كرتون,30,1,30,20260327
فريدا شاور جل 1200 مل,128,2,256,20260327
ايفا بدي سبلاش 240 مل,160,1,160,20260327
روز بيري قلم حواجب دبل ثابت,70,2,140,20260327
تاتو برونز,5,2,10,20260327
الو ايفا شامبو بالارجان 230 مل,62.5,1,62.5,20260327
وايت مناديل سحب,30,1,30,20260327
سلاكة اذن  خشب شكل قلب,15,1,15,20260327
ار كيو برفان رول اون 10 مل,24,6,144,20260327
روز بيري مسكرة هاي اب لون بني,67.5,2,135,20260327
روز بيري مسكرة كشخة,50,2,100,20260327
ليسسترين غسول فم بالفلورايد 250 مل,104,1,104,20260327
لوريال الفيف سيرم مجمل للشعر 100 مل,315,1,315,20260327
لوريال الفيف شامبو جليكوليك 400 مل,166.5,1,166.5,20260327
اوفرا اكلادور 15 مل,13.5,4,54,20260327
كلر لاست اكلادور 20 مل,10.5,2,21,20260327
مخمرية جليتر 50 جرام,19.5,1,19.5,20260327
بيو سوفت ليب بالم برطمان,15,2,30,20260327
ار كيو مخمرية سيرم 75 مل,65,2,130,20260327
فرشاة بيبي هير,70,1,70,20260326
كير اند مور فازلين مرطب 100 مل,34.5,2,69,20260326
سيليكتف اسبراي اماراتي 200 مل,70,1,70,20260326
نت شيل مزيل مكياج 250 مل,135,1,135,20260326
ملح حليب الامارات 500 جرام,28.5,1,28.5,20260326
نانو تريت غسول للبشرة الدهنية 200 مل,78,1,78,20260326
كير اند مور ليب بالم,15,3,45,20260326
كيالي برفان 100 مل,165,1,165,20260326
اداة مساج دوارة,25,1,25,20260326
بيو سوفت ليب بالم برطمان,7.5,12,90,20260326
ام ان كونتور رباعي,65,1,65,20260326
فالز فازلين مرطب 50 جرام,18,1,18,20260326
ليفز كريم جل مرطب 75 مل,123,1,123,20260326
سلاكة اذن خشب حجم متوسط,20,1,20,20260326
كوكو اسبراي 120 مل,72.5,1,72.5,20260326
الو ايفا بديل الزيت بخلاصة الصبار 250 مل,64.5,2,129,20260326
تريشوب شامبو 200 مل,49,2,98,20260326
تاتو برونز,5,1,5,20260326
تاتو برونز,5,1,5,20260326
كولاجرا رول اون كوتون كاندي,75,2,150,20260326
اسبراي تفتيح كوري,200,1,200,20260326
وايت مناديل مبللة للاطفال 72 منديل,45,1,45,20260326
ستارفيل رول اون,130,1,130,20260326
قفاش,10,1,10,20260326
كليوباترا شامبو 500 مل,60,1,60,20260326
لانكوم برفان 30 مل,50,1,50,20260326
لانكوم برفان 30 مل,75,1,75,20260326
ليب بالم تاناكو كوري,25,1,25,20260326
بيوتي بلندر,15,1,15,20260326
فلومار اكلادور 16 مل,25,3,75,20260326
كحل بنجور ماتيك,15,1,15,20260326
الو ايفا حمام كريم 250 جم,62.5,2,125,20260326
ربيع الحرمين مكعبات مسك,10,1,10,20260326
بوبانا كريم اليدين مرطب 50 مل,29,2,58,20260326
فوج اسبراي 120 مل,88,1,88,20260326
سورتيت اطفال سادة الوان,25,1,25,20260326
بونيتا فرشاة شعر بيضاء,55,1,55,20260326
جواشا حجر رخام,19.06,3,57.18,20260326
فلورمار روج خشب,30,1,30,20260326
صن سويت,20,1,20,20260326
تريو مزيل عرق رول اون,45,1,45,20260326
عطور الشامي رول اون,45,1,45,20260326
علبة دبوس طرحة مربعة صغيرة,5,1,5,20260326
هاندي مناديل جيب 120 منديل,10,1,10,20260326
روز بيري لوس باودر 0970,190,1,190,20260326
دوش شاور جل 1 لتر,90,1,90,20260326
اليس شفرات  5*1 (3 شفرة),60,1,60,20260326
كوكو واكس,55,1,55,20260326
فرشاة غسول 2*1,40,1,40,20260326
فرشاة غسول 2*1,20,1,20,20260326
فرشاة غسول 2*1,40,1,40,20260326
فرشاة ماسك,12,1,12,20260326
هير روتس لوشن شعر 75 مل,370,1,370,20260326
